case_id,n_reworks,n_steps,model_type,supplier_id,shift,total_duration,is_late,delay_risk
CAR001920,0,9,1,2,2,159.41,1,0.81895662192837
CAR002620,0,9,1,2,2,125.74,1,0.81895662192837
CAR001257,0,9,1,2,2,143.48,1,0.81895662192837
CAR001603,0,9,1,2,2,141.62,1,0.81895662192837
CAR002014,0,9,1,2,2,136.82,1,0.81895662192837
CAR002277,0,9,1,2,2,153.91,1,0.81895662192837
CAR000513,0,9,1,2,2,146.97,1,0.81895662192837
CAR000169,0,9,1,2,2,153.23,1,0.81895662192837
CAR001607,0,9,1,2,2,152.85,1,0.81895662192837
CAR002576,0,9,1,2,2,157.46,1,0.81895662192837
CAR000664,0,9,1,2,2,154.44,1,0.81895662192837
CAR002316,0,9,1,2,2,150.21,1,0.81895662192837
CAR001902,0,9,1,2,2,108.12,0,0.81895662192837
CAR000096,0,9,1,2,2,159.28,1,0.81895662192837
CAR002553,0,9,1,2,2,156.45,1,0.81895662192837
CAR002193,0,9,1,2,2,122.88,1,0.81895662192837
CAR001176,0,9,1,2,2,141.79,1,0.81895662192837
CAR000872,0,9,1,2,2,134.31,1,0.81895662192837
CAR002035,0,9,1,2,2,133.13,1,0.81895662192837
CAR001860,0,9,1,2,2,162.17,1,0.81895662192837
CAR001058,0,9,1,2,2,139.04000000000002,1,0.81895662192837
CAR002141,0,9,1,2,2,132.45,1,0.81895662192837
CAR001144,0,9,1,2,2,135.5,1,0.81895662192837
CAR000062,0,9,1,2,2,132.58,1,0.81895662192837
CAR000797,0,9,1,2,2,119.79,0,0.81895662192837
CAR000071,0,9,1,2,2,168.93,1,0.81895662192837
CAR001179,0,9,1,2,2,157.25,1,0.81895662192837
CAR002447,0,9,1,2,2,134.89,1,0.81895662192837
CAR000023,1,11,0,0,0,152.24,1,0.8179888152649025
CAR003351,1,11,0,0,0,139.96,1,0.8179888152649025
CAR000923,1,11,0,0,0,155.74,1,0.8179888152649025
CAR004255,1,11,0,0,0,136.61,1,0.8179888152649025
CAR000532,1,11,0,0,0,140.77,1,0.8179888152649025
CAR004869,1,11,0,0,0,115.25,0,0.8179888152649025
CAR003029,1,11,0,0,0,161.07,1,0.8179888152649025
CAR001180,1,11,0,0,0,139.1,1,0.8179888152649025
CAR003570,1,11,0,0,0,158.9,1,0.8179888152649025
CAR004956,1,11,0,0,0,142.43,1,0.8179888152649025
CAR000721,1,11,0,0,0,151.88,1,0.8179888152649025
CAR004016,1,11,0,0,0,145.07999999999998,1,0.8179888152649025
CAR001853,1,11,0,0,0,183.92000000000002,1,0.8179888152649025
CAR000461,1,11,0,0,0,120.95,1,0.8179888152649025
CAR004143,1,11,0,0,0,144.41,1,0.8179888152649025
CAR003086,1,11,0,0,0,144.22,1,0.8179888152649025
CAR001663,1,11,0,0,0,158.28,1,0.8179888152649025
CAR003039,1,11,2,0,2,142.75,1,0.8159556953224099
CAR000399,1,11,2,0,2,120.53999999999999,1,0.8159556953224099
CAR003057,1,11,2,0,2,146.51000000000002,1,0.8159556953224099
CAR002066,1,11,2,0,2,163.82999999999998,1,0.8159556953224099
CAR004903,1,11,2,0,2,132.98,1,0.8159556953224099
CAR004157,1,11,2,0,2,139.66,1,0.8159556953224099
CAR003266,1,11,2,0,2,151.33,1,0.8159556953224099
CAR004173,1,11,2,0,2,167.28,1,0.8159556953224099
CAR003252,1,11,2,0,2,142.12,1,0.8159556953224099
CAR001786,1,11,2,0,2,102.25999999999999,0,0.8159556953224099
CAR002624,1,11,2,0,2,153.22,1,0.8159556953224099
CAR002237,1,11,2,0,2,169.26,1,0.8159556953224099
CAR000151,1,11,2,0,2,141.95,1,0.8159556953224099
CAR000689,1,11,2,0,2,176.15,1,0.8159556953224099
CAR001756,1,11,2,0,2,146.29,1,0.8159556953224099
CAR003596,1,11,0,3,0,156.02,1,0.8143661497309661
CAR000416,1,11,0,3,0,143.22,1,0.8143661497309661
CAR003264,1,11,0,3,0,151.76,1,0.8143661497309661
CAR004431,1,11,0,3,0,137.31,1,0.8143661497309661
CAR001874,1,11,0,3,0,147.56,1,0.8143661497309661
CAR003359,1,11,0,3,0,138.71,1,0.8143661497309661
CAR003724,1,11,0,3,0,171.68,1,0.8143661497309661
CAR001819,1,11,0,3,0,111.81,0,0.8143661497309661
CAR004609,1,11,0,3,0,157.26,1,0.8143661497309661
CAR002682,1,11,0,3,0,145.29,1,0.8143661497309661
CAR003000,1,11,0,3,0,151.73,1,0.8143661497309661
CAR003767,1,11,0,3,0,150.78,1,0.8143661497309661
CAR001986,1,11,0,3,0,162.78,1,0.8143661497309661
CAR001534,1,11,0,3,0,162.31,1,0.8143661497309661
CAR000264,1,11,0,3,0,148.42000000000002,1,0.8143661497309661
CAR002622,0,9,1,2,0,176.87,1,0.8099198636703815
CAR004075,0,9,1,2,0,105.81,0,0.8099198636703815
CAR002894,0,9,1,2,0,152.38,1,0.8099198636703815
CAR000133,0,9,1,2,0,107.19,0,0.8099198636703815
CAR002469,0,9,1,2,0,141.91,1,0.8099198636703815
CAR001814,0,9,1,2,0,159.17999999999998,1,0.8099198636703815
CAR003497,0,9,1,2,0,156.83,1,0.8099198636703815
CAR002089,0,9,1,2,0,158.75,1,0.8099198636703815
CAR003256,0,9,1,2,0,151.87,1,0.8099198636703815
CAR002659,0,9,1,2,0,150.23,1,0.8099198636703815
CAR000711,0,9,1,2,0,110.48,0,0.8099198636703815
CAR001596,0,9,1,2,0,144.59,1,0.8099198636703815
CAR004483,0,9,1,2,0,153.03,1,0.8099198636703815
CAR001550,0,9,1,2,0,129.57,1,0.8099198636703815
CAR001785,0,9,1,2,0,140.33,1,0.8099198636703815
CAR002274,0,9,1,2,0,145.0,1,0.8099198636703815
CAR004304,0,9,1,2,0,165.57999999999998,1,0.8099198636703815
CAR002911,0,9,1,2,0,145.8,1,0.8099198636703815
CAR002608,0,9,1,2,0,136.46,1,0.8099198636703815
CAR003197,0,9,1,2,0,145.99,1,0.8099198636703815
CAR003193,0,9,1,2,0,124.39,1,0.8099198636703815
CAR003627,0,9,1,2,0,153.57999999999998,1,0.8099198636703815
CAR002296,0,9,1,2,0,138.54,1,0.8099198636703815
CAR004741,0,9,1,2,0,158.09,1,0.8099198636703815
CAR001401,0,9,1,2,0,155.8,1,0.8099198636703815
CAR002869,0,9,1,2,0,135.45,1,0.8099198636703815
CAR004935,0,9,1,2,0,130.4,1,0.8099198636703815
CAR003267,0,9,1,2,0,143.65,1,0.8099198636703815
CAR004440,0,9,1,2,0,136.59,1,0.8099198636703815
CAR003847,0,9,1,2,0,123.66,1,0.8099198636703815
CAR003358,0,9,1,2,0,168.8,1,0.8099198636703815
CAR000018,0,9,1,2,0,156.67,1,0.8099198636703815
CAR004131,0,9,1,2,0,137.77,1,0.8099198636703815
CAR000034,0,9,1,2,0,134.3,1,0.8099198636703815
CAR002790,0,9,1,2,0,151.13,1,0.8099198636703815
CAR003859,0,9,1,2,0,133.17000000000002,1,0.8099198636703815
CAR002151,0,9,1,2,0,118.1,0,0.8099198636703815
CAR001165,0,9,1,2,0,144.24,1,0.8099198636703815
CAR001529,0,9,1,2,0,124.80000000000001,1,0.8099198636703815
CAR001870,0,9,1,2,0,160.43,1,0.8099198636703815
CAR000825,0,9,1,2,0,127.7,1,0.8099198636703815
CAR004095,0,9,1,2,0,131.23,1,0.8099198636703815
CAR002706,0,9,1,2,0,119.4,0,0.8099198636703815
CAR003306,0,9,1,2,0,150.15,1,0.8099198636703815
CAR002704,0,9,1,2,0,149.92000000000002,1,0.8099198636703815
CAR002191,0,9,1,2,0,142.95,1,0.8099198636703815
CAR004948,0,9,1,2,0,155.16,1,0.8099198636703815
CAR003893,0,9,1,2,0,146.18,1,0.8099198636703815
CAR000931,0,9,1,2,0,140.28,1,0.8099198636703815
CAR002091,0,9,1,2,0,131.44,1,0.8099198636703815
CAR003275,0,9,1,2,0,154.45000000000002,1,0.8099198636703815
CAR002568,0,9,1,2,0,147.84,1,0.8099198636703815
CAR001206,0,9,1,2,0,163.9,1,0.8099198636703815
CAR004520,0,9,1,2,0,130.07,1,0.8099198636703815
CAR004054,0,9,1,2,0,157.93,1,0.8099198636703815
CAR004767,0,9,1,2,0,151.14,1,0.8099198636703815
CAR004558,0,9,1,2,0,111.88,0,0.8099198636703815
CAR003078,0,9,1,2,0,133.39,1,0.8099198636703815
CAR001393,0,9,1,2,0,127.53,1,0.8099198636703815
CAR000474,0,9,1,2,0,129.34,1,0.8099198636703815
CAR003949,0,9,1,2,0,142.43,1,0.8099198636703815
CAR003683,0,9,1,2,0,143.44,1,0.8099198636703815
CAR004661,0,9,1,2,0,156.35,1,0.8099198636703815
CAR004005,0,9,1,2,0,150.25,1,0.8099198636703815
CAR000956,0,9,1,2,0,147.63,1,0.8099198636703815
CAR000322,0,9,1,2,0,164.54,1,0.8099198636703815
CAR000424,0,9,1,2,0,172.3,1,0.8099198636703815
CAR002051,0,9,1,2,0,143.77,1,0.8099198636703815
CAR001334,0,9,1,2,0,161.41,1,0.8099198636703815
CAR001924,0,9,1,2,0,120.17999999999999,1,0.8099198636703815
CAR004757,0,9,1,2,0,152.16,1,0.8099198636703815
CAR000415,0,9,1,2,0,150.85999999999999,1,0.8099198636703815
CAR000408,0,9,1,2,0,170.43,1,0.8099198636703815
CAR003445,0,9,1,2,0,170.89000000000001,1,0.8099198636703815
CAR002423,0,9,1,2,0,147.93,1,0.8099198636703815
CAR003033,0,9,1,2,0,137.06,1,0.8099198636703815
CAR003735,0,9,1,2,0,162.87,1,0.8099198636703815
CAR002496,0,9,1,2,0,121.07000000000001,1,0.8099198636703815
CAR001660,0,9,1,2,0,150.57,1,0.8099198636703815
CAR001065,0,9,1,2,0,142.34,1,0.8099198636703815
CAR003019,0,9,1,2,0,162.95999999999998,1,0.8099198636703815
CAR003725,0,9,1,2,0,150.89000000000001,1,0.8099198636703815
CAR000227,0,9,1,2,0,132.02,1,0.8099198636703815
CAR001110,0,9,1,2,0,134.24,1,0.8099198636703815
CAR004830,0,9,1,2,0,170.37,1,0.8099198636703815
CAR003641,0,9,1,2,0,147.44,1,0.8099198636703815
CAR003649,0,9,1,2,0,156.93,1,0.8099198636703815
CAR004035,0,9,1,2,0,122.76,1,0.8099198636703815
CAR003650,0,9,1,2,0,144.05,1,0.8099198636703815
CAR002370,0,9,1,2,0,128.37,1,0.8099198636703815
CAR002358,0,9,1,2,0,132.69,1,0.8099198636703815
CAR003114,0,9,1,2,0,170.21,1,0.8099198636703815
CAR004605,0,9,1,2,0,139.99,1,0.8099198636703815
CAR004835,0,9,1,2,0,146.32,1,0.8099198636703815
CAR003475,0,9,1,2,0,157.36,1,0.8099198636703815
CAR004178,0,9,1,2,0,136.09,1,0.8099198636703815
CAR002364,0,9,1,2,0,98.58,0,0.8099198636703815
CAR003667,0,9,1,2,0,141.86,1,0.8099198636703815
CAR003097,0,9,1,2,0,129.10999999999999,1,0.8099198636703815
CAR000975,0,9,1,2,0,166.29,1,0.8099198636703815
CAR003534,0,9,1,2,0,180.43,1,0.8099198636703815
CAR003634,0,9,1,2,0,146.17000000000002,1,0.8099198636703815
CAR000553,0,9,1,2,0,136.07,1,0.8099198636703815
CAR001412,1,11,3,0,2,149.25,1,0.8093521269398901
CAR002332,1,11,3,0,2,144.9,1,0.8093521269398901
CAR001752,1,11,3,0,2,168.68,1,0.8093521269398901
CAR001209,1,11,3,0,2,170.14,1,0.8093521269398901
CAR004247,1,11,3,0,2,111.95,0,0.8093521269398901
CAR004495,1,11,3,0,2,141.25,1,0.8093521269398901
CAR003130,1,11,3,0,2,137.39,1,0.8093521269398901
CAR001020,1,11,3,0,2,128.51,1,0.8093521269398901
CAR003315,1,11,3,0,2,125.82,1,0.8093521269398901
CAR004317,1,11,3,0,2,129.76,1,0.8093521269398901
CAR000104,1,11,3,0,2,128.16,1,0.8093521269398901
CAR002657,1,11,3,0,2,153.15,1,0.8093521269398901
CAR001617,1,11,3,0,2,155.54999999999998,1,0.8093521269398901
CAR001438,1,11,3,0,2,138.01999999999998,1,0.8093521269398901
CAR001070,0,9,3,2,1,132.53,1,0.807429183640267
CAR001898,0,9,3,2,1,139.47,1,0.807429183640267
CAR001064,0,9,3,2,1,173.79000000000002,1,0.807429183640267
CAR003313,0,9,3,2,1,112.21,0,0.807429183640267
CAR001883,0,9,3,2,1,129.66,1,0.807429183640267
CAR001671,0,9,3,2,1,168.48000000000002,1,0.807429183640267
CAR003843,0,9,3,2,1,146.39,1,0.807429183640267
CAR003863,0,9,3,2,1,152.29,1,0.807429183640267
CAR003880,0,9,3,2,1,166.87,1,0.807429183640267
CAR001532,0,9,3,2,1,138.1,1,0.807429183640267
CAR001576,0,9,3,2,1,158.94,1,0.807429183640267
CAR003921,0,9,3,2,1,125.81,1,0.807429183640267
CAR001417,0,9,3,2,1,158.36,1,0.807429183640267
CAR001409,0,9,3,2,1,147.18,1,0.807429183640267
CAR003766,0,9,3,2,1,129.56,1,0.807429183640267
CAR003764,0,9,3,2,1,164.16,1,0.807429183640267
CAR001370,0,9,3,2,1,151.60999999999999,1,0.807429183640267
CAR003978,0,9,3,2,1,134.82,1,0.807429183640267
CAR001669,0,9,3,2,1,149.41,1,0.807429183640267
CAR001319,0,9,3,2,1,129.37,1,0.807429183640267
CAR001316,0,9,3,2,1,138.4,1,0.807429183640267
CAR003555,0,9,3,2,1,135.04,1,0.807429183640267
CAR003693,0,9,3,2,1,133.31,1,0.807429183640267
CAR003688,0,9,3,2,1,119.04,0,0.807429183640267
CAR001692,0,9,3,2,1,152.66,1,0.807429183640267
CAR001711,0,9,3,2,1,138.0,1,0.807429183640267
CAR001226,0,9,3,2,1,145.94,1,0.807429183640267
CAR003657,0,9,3,2,1,164.26999999999998,1,0.807429183640267
CAR004033,0,9,3,2,1,148.25,1,0.807429183640267
CAR001222,0,9,3,2,1,132.81,1,0.807429183640267
CAR001723,0,9,3,2,1,163.07,1,0.807429183640267
CAR001777,0,9,3,2,1,143.35,1,0.807429183640267
CAR001815,0,9,3,2,1,124.63,1,0.807429183640267
CAR001840,0,9,3,2,1,144.41,1,0.807429183640267
CAR004081,0,9,3,2,1,131.97,1,0.807429183640267
CAR001178,0,9,3,2,1,115.89,0,0.807429183640267
CAR001048,0,9,3,2,1,126.45,1,0.807429183640267
CAR001517,0,9,3,2,1,113.17999999999999,0,0.807429183640267
CAR001044,0,9,3,2,1,145.8,1,0.807429183640267
CAR002531,0,9,3,2,1,171.82,1,0.807429183640267
CAR003283,0,9,3,2,1,126.57,1,0.807429183640267
CAR003279,0,9,3,2,1,137.72,1,0.807429183640267
CAR004443,0,9,3,2,1,116.63,0,0.807429183640267
CAR000387,0,9,3,2,1,131.49,1,0.807429183640267
CAR003244,0,9,3,2,1,138.68,1,0.807429183640267
CAR003239,0,9,3,2,1,128.84,1,0.807429183640267
CAR000749,0,9,3,2,1,164.99,1,0.807429183640267
CAR002249,0,9,3,2,1,133.69,1,0.807429183640267
CAR000197,0,9,3,2,1,172.87,1,0.807429183640267
CAR003202,0,9,3,2,1,135.28,1,0.807429183640267
CAR002580,0,9,3,2,1,132.42000000000002,1,0.807429183640267
CAR002303,0,9,3,2,1,161.22,1,0.807429183640267
CAR002538,0,9,3,2,1,170.62,1,0.807429183640267
CAR000270,0,9,3,2,1,172.85999999999999,1,0.807429183640267
CAR002331,0,9,3,2,1,163.48,1,0.807429183640267
CAR002212,0,9,3,2,1,133.24,1,0.807429183640267
CAR000605,0,9,3,2,1,151.94,1,0.807429183640267
CAR004577,0,9,3,2,1,147.79999999999998,1,0.807429183640267
CAR004596,0,9,3,2,1,121.53999999999999,1,0.807429183640267
CAR000332,0,9,3,2,1,146.55,1,0.807429183640267
CAR000537,0,9,3,2,1,160.34,1,0.807429183640267
CAR002527,0,9,3,2,1,141.66,1,0.807429183640267
CAR003108,0,9,3,2,1,155.97,1,0.807429183640267
CAR004626,0,9,3,2,1,151.79,1,0.807429183640267
CAR002365,0,9,3,2,1,140.85,1,0.807429183640267
CAR002366,0,9,3,2,1,133.27,1,0.807429183640267
CAR002492,0,9,3,2,1,144.95000000000002,1,0.807429183640267
CAR000457,0,9,3,2,1,148.98,1,0.807429183640267
CAR000455,0,9,3,2,1,134.71,1,0.807429183640267
CAR002453,0,9,3,2,1,125.92,1,0.807429183640267
CAR002216,0,9,3,2,1,154.54,1,0.807429183640267
CAR002223,0,9,3,2,1,135.68,1,0.807429183640267
CAR002181,0,9,3,2,1,105.08999999999999,0,0.807429183640267
CAR004325,0,9,3,2,1,140.56,1,0.807429183640267
CAR002712,0,9,3,2,1,170.60000000000002,1,0.807429183640267
CAR003412,0,9,3,2,1,144.94,1,0.807429183640267
CAR002807,0,9,3,2,1,142.14000000000001,1,0.807429183640267
CAR004939,0,9,3,2,1,135.93,1,0.807429183640267
CAR003371,0,9,3,2,1,176.01,1,0.807429183640267
CAR000883,0,9,3,2,1,157.39000000000001,1,0.807429183640267
CAR002032,0,9,3,2,1,149.84,1,0.807429183640267
CAR002030,0,9,3,2,1,122.85,1,0.807429183640267
CAR000958,0,9,3,2,1,158.13,1,0.807429183640267
CAR000049,0,9,3,2,1,169.4,1,0.807429183640267
CAR002067,0,9,3,2,1,153.48,1,0.807429183640267
CAR002150,0,9,3,2,1,161.88,1,0.807429183640267
CAR002778,0,9,3,2,1,139.26,1,0.807429183640267
CAR000870,0,9,3,2,1,121.8,1,0.807429183640267
CAR000864,0,9,3,2,1,156.47,1,0.807429183640267
CAR000977,0,9,3,2,1,143.62,1,0.807429183640267
CAR003325,0,9,3,2,1,143.64000000000001,1,0.807429183640267
CAR000819,0,9,3,2,1,163.72,1,0.807429183640267
CAR000990,0,9,3,2,1,132.85999999999999,1,0.807429183640267
CAR000087,0,9,3,2,1,162.63000000000002,1,0.807429183640267
CAR000558,1,11,2,3,0,144.66,1,0.8030707654319363
CAR000346,1,11,2,3,0,135.93,1,0.8030707654319363
CAR004734,1,11,2,3,0,103.78,0,0.8030707654319363
CAR003398,1,11,2,3,0,169.43,1,0.8030707654319363
CAR002134,1,11,2,3,0,144.61,1,0.8030707654319363
CAR002958,1,11,2,3,0,145.33,1,0.8030707654319363
CAR002910,1,11,2,3,0,145.48,1,0.8030707654319363
CAR004458,1,11,2,3,0,145.27,1,0.8030707654319363
CAR001608,1,11,2,3,0,142.35,1,0.8030707654319363
CAR004041,1,11,2,3,0,154.11,1,0.8030707654319363
CAR004698,1,11,2,3,0,147.27,1,0.8030707654319363
CAR004797,1,11,2,3,0,139.5,1,0.8030707654319363
CAR002070,1,11,2,3,0,123.93,1,0.8030707654319363
CAR003774,1,11,0,3,1,153.94,1,0.795403769242553
CAR001502,1,11,0,3,1,135.94,1,0.795403769242553
CAR002484,1,11,0,3,1,153.66,1,0.795403769242553
CAR004930,1,11,0,3,1,160.70000000000002,1,0.795403769242553
CAR002818,1,11,0,3,1,155.41,1,0.795403769242553
CAR000144,1,11,0,3,1,159.16,1,0.795403769242553
CAR003919,1,11,0,3,1,159.69,1,0.795403769242553
CAR003986,1,11,0,3,1,154.96,1,0.795403769242553
CAR003836,1,11,0,3,1,161.04999999999998,1,0.795403769242553
CAR002773,1,11,0,3,1,165.92000000000002,1,0.795403769242553
CAR000702,1,11,0,3,1,152.27,1,0.795403769242553
CAR000682,1,11,0,3,1,119.22,0,0.795403769242553
CAR003429,1,11,0,3,1,146.63,1,0.795403769242553
CAR000480,1,11,0,3,1,122.78,1,0.795403769242553
CAR004145,1,11,0,3,1,132.26,1,0.795403769242553
CAR004079,1,11,0,3,1,152.74,1,0.795403769242553
CAR000650,1,11,0,3,1,131.4,1,0.795403769242553
CAR000160,0,9,1,2,1,135.42000000000002,1,0.7953496703456888
CAR001516,0,9,1,2,1,163.34,1,0.7953496703456888
CAR004892,0,9,1,2,1,130.66,1,0.7953496703456888
CAR000798,0,9,1,2,1,124.86999999999999,1,0.7953496703456888
CAR004368,0,9,1,2,1,133.62,1,0.7953496703456888
CAR000073,0,9,1,2,1,147.87,1,0.7953496703456888
CAR000876,0,9,1,2,1,142.65,1,0.7953496703456888
CAR000900,0,9,1,2,1,143.46,1,0.7953496703456888
CAR003999,0,9,1,2,1,151.96,1,0.7953496703456888
CAR000060,0,9,1,2,1,110.71000000000001,0,0.7953496703456888
CAR001446,0,9,1,2,1,156.78,1,0.7953496703456888
CAR004975,0,9,1,2,1,138.59,1,0.7953496703456888
CAR001487,0,9,1,2,1,149.81,1,0.7953496703456888
CAR000937,0,9,1,2,1,149.82000000000002,1,0.7953496703456888
CAR004174,0,9,1,2,1,155.41,1,0.7953496703456888
CAR004284,0,9,1,2,1,152.71,1,0.7953496703456888
CAR001060,0,9,1,2,1,150.43,1,0.7953496703456888
CAR004267,0,9,1,2,1,113.44,0,0.7953496703456888
CAR000061,0,9,1,2,1,143.87,1,0.7953496703456888
CAR000690,0,9,1,2,1,130.76,1,0.7953496703456888
CAR000189,0,9,1,2,1,164.33,1,0.7953496703456888
CAR000361,0,9,1,2,1,148.11,1,0.7953496703456888
CAR004000,0,9,1,2,1,141.16,1,0.7953496703456888
CAR000437,0,9,1,2,1,146.35,1,0.7953496703456888
CAR000471,0,9,1,2,1,154.34,1,0.7953496703456888
CAR000342,0,9,1,2,1,146.23,1,0.7953496703456888
CAR000510,0,9,1,2,1,148.69,1,0.7953496703456888
CAR001228,0,9,1,2,1,126.77000000000001,1,0.7953496703456888
CAR004244,0,9,1,2,1,175.09,1,0.7953496703456888
CAR000548,0,9,1,2,1,151.2,1,0.7953496703456888
CAR000622,0,9,1,2,1,130.17,1,0.7953496703456888
CAR004561,0,9,1,2,1,137.54,1,0.7953496703456888
CAR001367,0,9,1,2,1,147.31,1,0.7953496703456888
CAR000253,0,9,1,2,1,147.18,1,0.7953496703456888
CAR000241,0,9,1,2,1,142.39,1,0.7953496703456888
CAR004506,0,9,1,2,1,129.58,1,0.7953496703456888
CAR004833,0,9,1,2,1,164.39,1,0.7953496703456888
CAR004836,0,9,1,2,1,141.79,1,0.7953496703456888
CAR004848,0,9,1,2,1,182.93,1,0.7953496703456888
CAR000688,0,9,1,2,1,105.75,0,0.7953496703456888
CAR004066,0,9,1,2,1,180.09,1,0.7953496703456888
CAR004031,0,9,1,2,1,142.64,1,0.7953496703456888
CAR004995,0,9,1,2,1,148.98,1,0.7953496703456888
CAR001519,0,9,1,2,1,168.95000000000002,1,0.7953496703456888
CAR002169,0,9,1,2,1,141.33,1,0.7953496703456888
CAR003055,0,9,1,2,1,161.24,1,0.7953496703456888
CAR002226,0,9,1,2,1,124.17999999999999,1,0.7953496703456888
CAR002401,0,9,1,2,1,125.02,1,0.7953496703456888
CAR003745,0,9,1,2,1,135.46,1,0.7953496703456888
CAR002663,0,9,1,2,1,156.08,1,0.7953496703456888
CAR003194,0,9,1,2,1,170.15,1,0.7953496703456888
CAR001843,0,9,1,2,1,152.25,1,0.7953496703456888
CAR002654,0,9,1,2,1,148.18,1,0.7953496703456888
CAR003710,0,9,1,2,1,138.99,1,0.7953496703456888
CAR003511,0,9,1,2,1,130.81,1,0.7953496703456888
CAR002467,0,9,1,2,1,151.73,1,0.7953496703456888
CAR002480,0,9,1,2,1,126.56,1,0.7953496703456888
CAR002289,0,9,1,2,1,166.6,1,0.7953496703456888
CAR003286,0,9,1,2,1,112.02,0,0.7953496703456888
CAR002977,0,9,1,2,1,133.45,1,0.7953496703456888
CAR003542,0,9,1,2,1,135.82,1,0.7953496703456888
CAR001702,0,9,1,2,1,113.42,0,0.7953496703456888
CAR001709,0,9,1,2,1,155.75,1,0.7953496703456888
CAR002971,0,9,1,2,1,158.32999999999998,1,0.7953496703456888
CAR002581,0,9,1,2,1,163.15,1,0.7953496703456888
CAR003644,0,9,1,2,1,140.52,1,0.7953496703456888
CAR002949,0,9,1,2,1,172.01,1,0.7953496703456888
CAR001738,0,9,1,2,1,165.9,1,0.7953496703456888
CAR002545,0,9,1,2,1,140.42000000000002,1,0.7953496703456888
CAR002956,0,9,1,2,1,136.77,1,0.7953496703456888
CAR001854,0,9,1,2,1,158.25,1,0.7953496703456888
CAR003619,0,9,1,2,1,170.01,1,0.7953496703456888
CAR002220,0,9,1,2,1,163.32,1,0.7953496703456888
CAR003603,0,9,1,2,1,151.49,1,0.7953496703456888
CAR001626,0,9,1,2,1,151.99,1,0.7953496703456888
CAR002319,0,9,1,2,1,86.36,0,0.7953496703456888
CAR003424,0,9,1,2,1,147.03,1,0.7953496703456888
CAR002281,0,9,1,2,1,116.92999999999999,0,0.7953496703456888
CAR002158,0,9,1,2,1,148.3,1,0.7953496703456888
CAR002152,0,9,1,2,1,154.08,1,0.7953496703456888
CAR003121,0,9,1,2,1,138.25,1,0.7953496703456888
CAR002343,0,9,1,2,1,167.79,1,0.7953496703456888
CAR003139,0,9,1,2,1,175.64,1,0.7953496703456888
CAR003085,0,9,1,2,1,156.31,1,0.7953496703456888
CAR001575,0,9,1,2,1,133.28,1,0.7953496703456888
CAR001524,0,9,1,2,1,150.73,1,0.7953496703456888
CAR003356,0,9,1,2,1,131.24,1,0.7953496703456888
CAR003452,0,9,1,2,1,133.96,1,0.7953496703456888
CAR002022,0,9,1,2,1,149.62,1,0.7953496703456888
CAR003340,0,9,0,2,2,161.09,1,0.7931053444516363
CAR004785,0,9,0,2,2,134.69,1,0.7931053444516363
CAR001882,0,9,0,2,2,173.82999999999998,1,0.7931053444516363
CAR000714,0,9,0,2,2,171.05,1,0.7931053444516363
CAR004426,0,9,0,2,2,173.81,1,0.7931053444516363
CAR001975,0,9,0,2,2,152.04,1,0.7931053444516363
CAR004340,0,9,0,2,2,162.04,1,0.7931053444516363
CAR001497,0,9,0,2,2,113.77,0,0.7931053444516363
CAR004528,0,9,0,2,2,141.12,1,0.7931053444516363
CAR003376,0,9,0,2,2,154.5,1,0.7931053444516363
CAR003123,0,9,0,2,2,151.78,1,0.7931053444516363
CAR003569,0,9,0,2,2,134.69,1,0.7931053444516363
CAR004365,0,9,0,2,2,179.73,1,0.7931053444516363
CAR000246,0,9,0,2,2,156.19,1,0.7931053444516363
CAR004084,0,9,0,2,2,157.18,1,0.7931053444516363
CAR000610,0,9,0,2,2,135.88,1,0.7931053444516363
CAR003372,0,9,0,2,2,183.74,1,0.7931053444516363
CAR003536,0,9,0,2,2,137.71,1,0.7931053444516363
CAR000309,0,9,0,2,2,167.16,1,0.7931053444516363
CAR000808,0,9,0,2,2,129.78,1,0.7931053444516363
CAR002389,0,9,0,2,2,140.77,1,0.7931053444516363
CAR002374,0,9,0,2,2,150.66,1,0.7931053444516363
CAR004237,0,9,0,2,2,130.29,1,0.7931053444516363
CAR000516,0,9,0,2,2,140.07000000000002,1,0.7931053444516363
CAR000521,0,9,0,2,2,163.06,1,0.7931053444516363
CAR002403,0,9,0,2,2,184.71,1,0.7931053444516363
CAR003046,0,9,0,2,2,148.91,1,0.7931053444516363
CAR002052,0,9,0,2,2,149.92,1,0.7931053444516363
CAR000420,0,9,0,2,2,153.34,1,0.7931053444516363
CAR003104,0,9,0,2,2,146.49,1,0.7931053444516363
CAR003112,0,9,0,2,2,145.21,1,0.7931053444516363
CAR004298,0,9,0,2,2,134.33,1,0.7931053444516363
CAR001082,0,9,0,2,2,153.55,1,0.7931053444516363
CAR002170,0,9,0,2,2,106.87,0,0.7931053444516363
CAR004621,0,9,0,2,2,130.38,1,0.7931053444516363
CAR002994,0,9,0,2,2,145.97,1,0.7931053444516363
CAR004755,0,9,0,2,2,142.94,1,0.7931053444516363
CAR002989,0,9,0,2,2,121.23,1,0.7931053444516363
CAR000932,0,9,0,2,2,143.46,1,0.7931053444516363
CAR004309,0,9,0,2,2,184.76,1,0.7931053444516363
CAR000438,0,9,0,2,2,148.26999999999998,1,0.7931053444516363
CAR002552,0,9,0,2,2,142.85,1,0.7931053444516363
