case_id,activity,timestamp,resource,shift,model_type,supplier_id,priority,duration_h
CAR002945,Parts Allocated,2023-08-01 14:26:03.688443,Station_3,Morning,Electric,S104,Normal,39.19
CAR002945,Body Shop,2023-08-03 05:37:34.774965,Station_1,Morning,Electric,S104,Normal,30.63
CAR002945,Assembly,2023-08-04 12:15:09.771580,Station_5,Night,Electric,S104,Normal,44.87
CAR002945,Paint Shop,2023-08-06 09:07:05.553047,Station_2,Afternoon,Electric,S104,Normal,26.32
CAR002945,Quality Check,2023-08-07 11:26:00.881246,Station_5,Afternoon,Electric,S104,Normal,4.57
CAR002945,Delivery Prep,2023-08-07 16:00:11.224463,Station_4,Afternoon,Electric,S104,Normal,8.55
CAR002945,Vehicle Delivered,2023-08-08 00:33:02.925764,Station_3,Night,Electric,S104,Normal,4.73
CAR002946,Order Created,2023-12-08 10:11:27.918904,Station_3,Morning,SUV,S104,High,1.58
CAR002946,Configuration Confirmed,2023-12-08 11:46:04.990387,Station_3,Morning,SUV,S104,High,9.15
CAR002946,Parts Allocated,2023-12-08 20:55:02.521749,Station_1,Afternoon,SUV,S104,High,22.96
CAR002946,Body Shop,2023-12-09 19:52:37.037105,Station_4,Night,SUV,S104,High,18.61
CAR002946,Assembly,2023-12-10 14:29:27.270088,Station_3,Afternoon,SUV,S104,High,35.58
CAR002946,Paint Shop,2023-12-12 02:04:19.625114,Station_1,Afternoon,SUV,S104,High,21.9
CAR002946,Quality Check,2023-12-12 23:58:08.127070,Station_4,Morning,SUV,S104,High,8.96
CAR002946,Delivery Prep,2023-12-13 08:55:38.376975,Station_2,Night,SUV,S104,High,6.01
CAR002946,Vehicle Delivered,2023-12-13 14:56:23.137871,Station_5,Night,SUV,S104,High,4.45
CAR002947,Order Created,2023-05-19 23:51:09.098766,Station_1,Night,Coupe,S104,Low,1.53
CAR002947,Configuration Confirmed,2023-05-20 01:22:50.515701,Station_4,Morning,Coupe,S104,Low,5.88
CAR002947,Parts Allocated,2023-05-20 07:15:25.033552,Station_1,Afternoon,Coupe,S104,Low,0.5
CAR002947,Body Shop,2023-05-20 07:45:25.033552,Station_5,Night,Coupe,S104,Low,16.98
CAR002947,Assembly,2023-05-21 00:44:24.097300,Station_2,Night,Coupe,S104,Low,48.43
CAR002947,Paint Shop,2023-05-23 01:10:09.939978,Station_3,Afternoon,Coupe,S104,Low,18.45
CAR002947,Quality Check,2023-05-23 19:36:52.129914,Station_5,Afternoon,Coupe,S104,Low,16.2
CAR002947,Delivery Prep,2023-05-24 11:49:06.319883,Station_5,Morning,Coupe,S104,Low,6.37
CAR002947,Vehicle Delivered,2023-05-24 18:11:27.883185,Station_5,Night,Coupe,S104,Low,5.13
CAR002948,Order Created,2023-06-29 06:39:57.926399,Station_5,Night,SUV,S104,Low,4.44
CAR002948,Configuration Confirmed,2023-06-29 11:06:06.954362,Station_5,Afternoon,SUV,S104,Low,8.69
CAR002948,Parts Allocated,2023-06-29 19:47:25.329278,Station_4,Night,SUV,S104,Low,13.38
CAR002948,Body Shop,2023-06-30 09:10:03.436421,Station_5,Night,SUV,S104,Low,12.15
CAR002948,Assembly,2023-06-30 21:18:51.637310,Station_5,Afternoon,SUV,S104,Low,44.03
CAR002948,Paint Shop,2023-07-02 17:20:40.601660,Station_1,Morning,SUV,S104,Low,19.52
CAR002948,Quality Check,2023-07-03 12:51:47.051944,Station_4,Morning,SUV,S104,Low,10.3
CAR002948,Delivery Prep,2023-07-03 23:09:29.368202,Station_3,Morning,SUV,S104,Low,6.77
CAR002948,Vehicle Delivered,2023-07-04 05:55:46.250764,Station_1,Afternoon,SUV,S104,Low,5.27
CAR002949,Order Created,2023-05-05 01:25:59.505097,Station_4,Morning,Electric,S103,High,2.8
CAR002949,Configuration Confirmed,2023-05-05 04:13:42.932803,Station_3,Morning,Electric,S103,High,14.38
CAR002949,Parts Allocated,2023-05-05 18:36:28.797368,Station_4,Afternoon,Electric,S103,High,54.02
CAR002949,Body Shop,2023-05-08 00:37:41.857327,Station_2,Afternoon,Electric,S103,High,28.75
CAR002949,Assembly,2023-05-09 05:22:33.368205,Station_5,Afternoon,Electric,S103,High,28.32
CAR002949,Paint Shop,2023-05-10 09:41:54.857766,Station_3,Afternoon,Electric,S103,High,18.14
CAR002949,Quality Check,2023-05-11 03:50:27.923570,Station_4,Afternoon,Electric,S103,High,13.12
CAR002949,Delivery Prep,2023-05-11 16:57:48.961908,Station_4,Morning,Electric,S103,High,7.91
CAR002949,Vehicle Delivered,2023-05-12 00:52:36.050522,Station_2,Night,Electric,S103,High,4.57
CAR002950,Order Created,2023-06-20 03:31:19.579727,Station_2,Morning,Sedan,S101,Normal,3.32
CAR002950,Configuration Confirmed,2023-06-20 06:50:36.715965,Station_1,Morning,Sedan,S101,Normal,10.37
CAR002950,Parts Allocated,2023-06-20 17:12:46.810321,Station_3,Morning,Sedan,S101,Normal,40.79
CAR002950,Body Shop,2023-06-22 09:59:58.737673,Station_3,Night,Sedan,S101,Normal,21.98
CAR002950,Assembly,2023-06-23 07:58:42.520059,Station_5,Afternoon,Sedan,S101,Normal,40.19
CAR002950,Paint Shop,2023-06-25 00:09:50.125021,Station_2,Night,Sedan,S101,Normal,18.31
CAR002950,Quality Check,2023-06-25 18:28:39.782927,Station_3,Morning,Sedan,S101,Normal,11.39
CAR002950,Delivery Prep,2023-06-26 05:51:51.806998,Station_3,Morning,Sedan,S101,Normal,2.72
CAR002950,Vehicle Delivered,2023-06-26 08:34:54.314575,Station_5,Afternoon,Sedan,S101,Normal,3.51
CAR002951,Order Created,2023-01-28 10:10:17.877591,Station_3,Afternoon,Coupe,S101,High,1.59
CAR002951,Configuration Confirmed,2023-01-28 11:45:23.896070,Station_4,Night,Coupe,S101,High,5.15
CAR002951,Parts Allocated,2023-01-28 16:54:41.478664,Station_2,Morning,Coupe,S101,High,11.12
CAR002951,Body Shop,2023-01-29 04:01:40.288027,Station_1,Night,Coupe,S101,High,20.02
CAR002951,Assembly,2023-01-30 00:03:03.769500,Station_2,Morning,Coupe,S101,High,26.79
CAR002951,Paint Shop,2023-01-31 02:50:29.503305,Station_1,Morning,Coupe,S101,High,16.03
CAR002951,Quality Check,2023-01-31 18:52:04.727253,Station_2,Morning,Coupe,S101,High,8.3
CAR002951,Delivery Prep,2023-02-01 03:09:54.287321,Station_1,Morning,Coupe,S101,High,3.76
CAR002951,Vehicle Delivered,2023-02-01 06:55:43.117173,Station_1,Morning,Coupe,S101,High,4.67
CAR002952,Order Created,2023-05-05 23:59:01.451637,Station_2,Afternoon,Electric,S101,High,2.65
CAR002952,Configuration Confirmed,2023-05-06 02:37:54.775528,Station_5,Night,Electric,S101,High,5.31
CAR002952,Parts Allocated,2023-05-06 07:56:36.505539,Station_3,Afternoon,Electric,S101,High,8.91
CAR002952,Body Shop,2023-05-06 16:50:55.471718,Station_5,Night,Electric,S101,High,24.34
CAR002952,Assembly,2023-05-07 17:11:24.959502,Station_5,Night,Electric,S101,High,29.8
CAR002952,Paint Shop,2023-05-08 22:59:10.128491,Station_3,Night,Electric,S101,High,23.06
CAR002952,Quality Check,2023-05-09 22:02:45.401175,Station_3,Night,Electric,S101,High,10.93
CAR002952,Delivery Prep,2023-05-10 08:58:50.675727,Station_3,Afternoon,Electric,S101,High,5.66
CAR002952,Vehicle Delivered,2023-05-10 14:38:11.477629,Station_4,Morning,Electric,S101,High,3.72
CAR002953,Order Created,2023-02-11 19:05:00.195715,Station_1,Morning,SUV,S102,Low,2.52
CAR002953,Configuration Confirmed,2023-02-11 21:36:15.179027,Station_2,Night,SUV,S102,Low,8.57
CAR002953,Parts Allocated,2023-02-12 06:10:17.521929,Station_3,Morning,SUV,S102,Low,30.26
CAR002953,Body Shop,2023-02-13 12:25:54.408390,Station_3,Night,SUV,S102,Low,8.45
CAR002953,Assembly,2023-02-13 20:53:00.828179,Station_2,Morning,SUV,S102,Low,48.68
CAR002953,Paint Shop,2023-02-15 21:33:32.761019,Station_1,Afternoon,SUV,S102,Low,14.01
CAR002953,Quality Check,2023-02-16 11:33:53.340923,Station_1,Afternoon,SUV,S102,Low,16.15
CAR002953,Delivery Prep,2023-02-17 03:42:55.357195,Station_1,Afternoon,SUV,S102,Low,5.19
CAR002953,Vehicle Delivered,2023-02-17 08:54:11.305161,Station_4,Night,SUV,S102,Low,3.51
CAR002954,Order Created,2023-10-02 20:02:04.938384,Station_1,Night,SUV,S103,Normal,3.26
CAR002954,Configuration Confirmed,2023-10-02 23:17:34.504229,Station_1,Night,SUV,S103,Normal,2.58
CAR002954,Parts Allocated,2023-10-03 01:52:23.639967,Station_5,Morning,SUV,S103,Normal,45.9
CAR002954,Body Shop,2023-10-04 23:46:24.950223,Station_3,Afternoon,SUV,S103,Normal,20.93
CAR002954,Assembly,2023-10-05 20:42:27.156952,Station_5,Morning,SUV,S103,Normal,23.57
CAR002954,Paint Shop,2023-10-06 20:16:33.456411,Station_5,Night,SUV,S103,Normal,24.6
CAR002954,Quality Check,2023-10-07 20:52:26.175315,Station_5,Night,SUV,S103,Normal,1.47
CAR002954,Delivery Prep,2023-10-07 22:20:34.475801,Station_1,Morning,SUV,S103,Normal,4.67
CAR002954,Vehicle Delivered,2023-10-08 03:00:56.007975,Station_3,Night,SUV,S103,Normal,2.85
CAR002955,Order Created,2023-11-26 16:41:17.140013,Station_2,Morning,SUV,S104,Normal,1.49
CAR002955,Configuration Confirmed,2023-11-26 18:10:44.362077,Station_3,Morning,SUV,S104,Normal,6.72
CAR002955,Parts Allocated,2023-11-27 00:53:45.976064,Station_3,Afternoon,SUV,S104,Normal,20.76
CAR002955,Body Shop,2023-11-27 21:39:25.250244,Station_3,Morning,SUV,S104,Normal,15.76
CAR002955,Assembly,2023-11-28 13:24:59.238971,Station_3,Night,SUV,S104,Normal,25.05
CAR002955,Paint Shop,2023-11-29 14:27:59.731435,Station_3,Morning,SUV,S104,Normal,27.19
CAR002955,Quality Check,2023-11-30 17:39:32.332818,Station_4,Night,SUV,S104,Normal,0.5
CAR002955,Delivery Prep,2023-11-30 18:09:32.332818,Station_4,Morning,SUV,S104,Normal,5.09
CAR002955,Vehicle Delivered,2023-11-30 23:14:48.623194,Station_1,Morning,SUV,S104,Normal,4.25
CAR002956,Order Created,2023-02-25 10:25:47.114945,Station_2,Morning,Electric,S103,Low,0.77
CAR002956,Configuration Confirmed,2023-02-25 11:11:46.195149,Station_4,Afternoon,Electric,S103,Low,8.02
CAR002956,Parts Allocated,2023-02-25 19:13:03.226309,Station_1,Night,Electric,S103,Low,34.1
CAR002956,Body Shop,2023-02-27 05:18:49.899891,Station_1,Night,Electric,S103,Low,22.36
CAR002956,Assembly,2023-02-28 03:40:37.307644,Station_4,Night,Electric,S103,Low,36.24
CAR002956,Paint Shop,2023-03-01 15:55:05.360512,Station_5,Afternoon,Electric,S103,Low,11.33
CAR002956,Quality Check,2023-03-02 03:14:38.936409,Station_3,Morning,Electric,S103,Low,8.66
CAR002956,Delivery Prep,2023-03-02 11:54:31.399160,Station_4,Night,Electric,S103,Low,11.1
CAR002956,Vehicle Delivered,2023-03-02 23:00:45.554042,Station_2,Morning,Electric,S103,Low,4.19
CAR002957,Order Created,2023-05-18 18:18:07.934289,Station_5,Night,Electric,S103,High,1.38
CAR002957,Configuration Confirmed,2023-05-18 19:40:40.398464,Station_3,Night,Electric,S103,High,2.11
CAR002957,Parts Allocated,2023-05-18 21:47:13.749623,Station_5,Night,Electric,S103,High,41.44
CAR002957,Body Shop,2023-05-20 15:13:19.836253,Station_3,Afternoon,Electric,S103,High,18.58
CAR002957,Assembly,2023-05-21 09:48:01.476895,Station_3,Night,Electric,S103,High,23.87
CAR002957,Paint Shop,2023-05-22 09:40:15.701684,Station_2,Afternoon,Electric,S103,High,28.34
CAR002957,Quality Check,2023-05-23 14:00:50.000141,Station_3,Afternoon,Electric,S103,High,11.66
CAR002957,Delivery Prep,2023-05-24 01:40:24.775905,Station_3,Night,Electric,S103,High,9.69
CAR002957,Vehicle Delivered,2023-05-24 11:22:06.632772,Station_3,Morning,Electric,S103,High,4.2
CAR002958,Order Created,2023-03-18 21:36:10.844633,Station_4,Afternoon,SUV,S104,High,3.64
CAR002958,Configuration Confirmed,2023-03-19 01:14:36.521987,Station_3,Afternoon,SUV,S104,High,10.24
CAR002958,Parts Allocated,2023-03-19 11:29:01.190664,Station_1,Afternoon,SUV,S104,High,25.59
CAR002958,Body Shop,2023-03-20 13:04:37.526392,Station_1,Night,SUV,S104,High,8.83
CAR002958,Assembly,2023-03-20 21:54:12.498071,Station_1,Night,SUV,S104,High,46.91
CAR002958,Paint Shop,2023-03-22 20:48:43.927344,Station_2,Morning,SUV,S104,High,13.63
CAR002958,Quality Check,2023-03-23 10:26:19.002271,Station_3,Night,SUV,S104,High,4.38
CAR002958,Rework,2023-03-23 14:48:50.427367,Station_2,Afternoon,SUV,S104,High,11.19
CAR002958,Quality Check,2023-03-24 02:00:02.533229,Station_5,Afternoon,SUV,S104,High,11.47
CAR002958,Delivery Prep,2023-03-24 13:28:15.947731,Station_1,Night,SUV,S104,High,4.79
CAR002958,Vehicle Delivered,2023-03-24 18:15:42.076873,Station_4,Night,SUV,S104,High,4.66
CAR002959,Order Created,2023-10-18 02:37:52.364032,Station_2,Morning,Coupe,S102,Low,1.53
CAR002959,Configuration Confirmed,2023-10-18 04:09:44.852188,Station_3,Morning,Coupe,S102,Low,8.75
CAR002959,Parts Allocated,2023-10-18 12:54:59.752065,Station_5,Afternoon,Coupe,S102,Low,47.75
CAR002959,Body Shop,2023-10-20 12:39:44.007591,Station_1,Morning,Coupe,S102,Low,19.29
CAR002959,Assembly,2023-10-21 07:57:02.972100,Station_2,Morning,Coupe,S102,Low,43.2
CAR002959,Paint Shop,2023-10-23 03:08:54.466486,Station_3,Night,Coupe,S102,Low,21.66
CAR002959,Quality Check,2023-10-24 00:48:29.336354,Station_1,Night,Coupe,S102,Low,3.03
CAR002959,Delivery Prep,2023-10-24 03:50:31.946556,Station_5,Night,Coupe,S102,Low,5.54
CAR002959,Vehicle Delivered,2023-10-24 09:23:04.808107,Station_3,Morning,Coupe,S102,Low,5.09
CAR002960,Order Created,2023-01-28 06:46:31.791710,Station_4,Afternoon,Electric,S101,Normal,2.06
CAR002960,Configuration Confirmed,2023-01-28 08:49:57.083099,Station_5,Morning,Electric,S101,Normal,2.63
CAR002960,Parts Allocated,2023-01-28 11:27:56.159691,Station_2,Morning,Electric,S101,Normal,25.56
CAR002960,Body Shop,2023-01-29 13:01:41.527447,Station_5,Night,Electric,S101,Normal,18.73
CAR002960,Assembly,2023-01-30 07:45:42.502981,Station_5,Morning,Electric,S101,Normal,39.83
CAR002960,Paint Shop,2023-01-31 23:35:27.770519,Station_5,Afternoon,Electric,S101,Normal,34.73
CAR002960,Quality Check,2023-02-02 10:19:08.720075,Station_3,Morning,Electric,S101,Normal,5.64
CAR002960,Delivery Prep,2023-02-02 15:57:33.802312,Station_4,Afternoon,Electric,S101,Normal,6.35
CAR002960,Vehicle Delivered,2023-02-02 22:18:40.916955,Station_5,Afternoon,Electric,S101,Normal,3.9
CAR002961,Order Created,2023-11-24 17:41:09.587693,Station_3,Afternoon,SUV,S102,Normal,1.88
CAR002961,Configuration Confirmed,2023-11-24 19:34:01.516888,Station_4,Morning,SUV,S102,Normal,10.28
CAR002961,Parts Allocated,2023-11-25 05:50:37.537023,Station_1,Night,SUV,S102,Normal,25.6
CAR002961,Body Shop,2023-11-26 07:26:40.309048,Station_2,Night,SUV,S102,Normal,19.24
CAR002961,Assembly,2023-11-27 02:41:05.884151,Station_4,Night,SUV,S102,Normal,38.48
CAR002961,Paint Shop,2023-11-28 17:09:49.600545,Station_1,Night,SUV,S102,Normal,5.69
CAR002961,Quality Check,2023-11-28 22:51:13.779784,Station_3,Morning,SUV,S102,Normal,4.95
CAR002961,Delivery Prep,2023-11-29 03:48:18.112878,Station_2,Morning,SUV,S102,Normal,3.04
CAR002961,Vehicle Delivered,2023-11-29 06:50:30.039048,Station_3,Night,SUV,S102,Normal,2.92
CAR002962,Order Created,2023-08-13 09:11:40.637367,Station_5,Afternoon,Sedan,S101,High,2.15
CAR002962,Configuration Confirmed,2023-08-13 11:20:53.360794,Station_4,Night,Sedan,S101,High,1.9
CAR002962,Parts Allocated,2023-08-13 13:15:00.661096,Station_2,Night,Sedan,S101,High,32.2
CAR002962,Body Shop,2023-08-14 21:27:06.102067,Station_3,Night,Sedan,S101,High,29.2
CAR002962,Assembly,2023-08-16 02:39:14.311798,Station_2,Night,Sedan,S101,High,35.63
CAR002962,Paint Shop,2023-08-17 14:16:47.478618,Station_5,Night,Sedan,S101,High,20.42
CAR002962,Quality Check,2023-08-18 10:42:08.725071,Station_2,Night,Sedan,S101,High,1.36
CAR002962,Rework,2023-08-18 12:03:41.957971,Station_5,Afternoon,Sedan,S101,High,6.29
CAR002962,Quality Check,2023-08-18 18:21:08.576967,Station_2,Morning,Sedan,S101,High,10.32
CAR002962,Delivery Prep,2023-08-19 04:40:18.263379,Station_3,Morning,Sedan,S101,High,8.38
CAR002962,Vehicle Delivered,2023-08-19 13:03:23.825902,Station_5,Morning,Sedan,S101,High,3.95
CAR002963,Order Created,2023-05-17 04:05:32.165577,Station_2,Night,SUV,S103,Low,2.56
CAR002963,Configuration Confirmed,2023-05-17 06:39:26.118574,Station_1,Night,SUV,S103,Low,6.57
CAR002963,Parts Allocated,2023-05-17 13:13:54.685658,Station_2,Afternoon,SUV,S103,Low,51.57
CAR002963,Body Shop,2023-05-19 16:48:03.786201,Station_4,Afternoon,SUV,S103,Low,19.85
CAR002963,Assembly,2023-05-20 12:39:00.711961,Station_2,Morning,SUV,S103,Low,27.26
CAR002963,Paint Shop,2023-05-21 15:54:52.979286,Station_3,Morning,SUV,S103,Low,13.26
CAR002963,Quality Check,2023-05-22 05:10:22.729257,Station_5,Morning,SUV,S103,Low,4.31
CAR002963,Delivery Prep,2023-05-22 09:29:06.515328,Station_1,Morning,SUV,S103,Low,5.19
CAR002963,Vehicle Delivered,2023-05-22 14:40:21.636023,Station_5,Night,SUV,S103,Low,6.06
CAR002964,Order Created,2023-03-06 02:53:25.768407,Station_4,Morning,Electric,S104,Low,1.0
CAR002964,Configuration Confirmed,2023-03-06 03:53:24.380779,Station_2,Afternoon,Electric,S104,Low,9.16
CAR002964,Parts Allocated,2023-03-06 13:03:05.284248,Station_2,Night,Electric,S104,Low,25.1
CAR002964,Body Shop,2023-03-07 14:08:55.082045,Station_4,Morning,Electric,S104,Low,16.71
CAR002964,Assembly,2023-03-08 06:51:26.400876,Station_3,Morning,Electric,S104,Low,37.52
CAR002964,Paint Shop,2023-03-09 20:22:27.422245,Station_2,Morning,Electric,S104,Low,16.72
CAR002964,Quality Check,2023-03-10 13:05:57.005694,Station_4,Night,Electric,S104,Low,5.63
CAR002964,Delivery Prep,2023-03-10 18:43:34.364750,Station_3,Afternoon,Electric,S104,Low,6.91
CAR002964,Vehicle Delivered,2023-03-11 01:37:55.777219,Station_4,Afternoon,Electric,S104,Low,2.55
CAR002965,Order Created,2023-04-19 02:36:40.111626,Station_4,Night,SUV,S103,High,4.08
CAR002965,Configuration Confirmed,2023-04-19 06:41:37.852442,Station_3,Morning,SUV,S103,High,11.61
CAR002965,Parts Allocated,2023-04-19 18:18:25.813234,Station_4,Night,SUV,S103,High,63.08
CAR002965,Body Shop,2023-04-22 09:23:25.369552,Station_4,Night,SUV,S103,High,8.24
CAR002965,Assembly,2023-04-22 17:37:55.356507,Station_5,Morning,SUV,S103,High,37.35
CAR002965,Paint Shop,2023-04-24 06:58:47.887473,Station_3,Afternoon,SUV,S103,High,21.58
CAR002965,Quality Check,2023-04-25 04:33:53.042667,Station_4,Morning,SUV,S103,High,13.31
CAR002965,Delivery Prep,2023-04-25 17:52:16.795775,Station_3,Morning,SUV,S103,High,5.97
CAR002965,Vehicle Delivered,2023-04-25 23:50:27.683562,Station_4,Night,SUV,S103,High,2.38
CAR002966,Order Created,2023-03-17 12:53:06.877721,Station_4,Morning,SUV,S103,Normal,4.69
CAR002966,Configuration Confirmed,2023-03-17 17:34:37.614232,Station_2,Afternoon,SUV,S103,Normal,4.85
CAR002966,Parts Allocated,2023-03-17 22:25:20.957689,Station_1,Afternoon,SUV,S103,Normal,59.1
CAR002966,Body Shop,2023-03-20 09:31:34.526192,Station_3,Afternoon,SUV,S103,Normal,17.92
CAR002966,Assembly,2023-03-21 03:26:49.173526,Station_2,Afternoon,SUV,S103,Normal,22.97
CAR002966,Paint Shop,2023-03-22 02:25:14.719213,Station_5,Afternoon,SUV,S103,Normal,30.0
CAR002966,Quality Check,2023-03-23 08:25:19.761676,Station_4,Afternoon,SUV,S103,Normal,10.24
CAR002966,Delivery Prep,2023-03-23 18:39:26.146975,Station_1,Night,SUV,S103,Normal,8.14
CAR002966,Vehicle Delivered,2023-03-24 02:47:45.004041,Station_5,Morning,SUV,S103,Normal,5.48
CAR002967,Order Created,2023-10-18 08:31:23.350195,Station_2,Night,Electric,S104,Normal,1.91
CAR002967,Configuration Confirmed,2023-10-18 10:26:12.440722,Station_5,Morning,Electric,S104,Normal,12.7
CAR002967,Parts Allocated,2023-10-18 23:08:00.319674,Station_5,Afternoon,Electric,S104,Normal,22.92
CAR002967,Body Shop,2023-10-19 22:03:19.903467,Station_2,Afternoon,Electric,S104,Normal,17.47
CAR002967,Assembly,2023-10-20 15:31:26.507639,Station_2,Morning,Electric,S104,Normal,32.57
CAR002967,Paint Shop,2023-10-22 00:05:51.848719,Station_3,Morning,Electric,S104,Normal,17.19
CAR002967,Quality Check,2023-10-22 17:17:04.686050,Station_1,Night,Electric,S104,Normal,0.5
CAR002967,Delivery Prep,2023-10-22 17:47:04.686050,Station_4,Morning,Electric,S104,Normal,3.38
CAR002967,Vehicle Delivered,2023-10-22 21:10:08.478745,Station_3,Afternoon,Electric,S104,Normal,4.19
CAR002968,Order Created,2023-04-16 16:48:57.774560,Station_4,Morning,SUV,S104,High,0.85
CAR002968,Configuration Confirmed,2023-04-16 17:40:12.476284,Station_5,Morning,SUV,S104,High,3.61
CAR002968,Parts Allocated,2023-04-16 21:16:48.047896,Station_4,Morning,SUV,S104,High,3.86
CAR002968,Body Shop,2023-04-17 01:08:07.770153,Station_1,Afternoon,SUV,S104,High,17.94
CAR002968,Assembly,2023-04-17 19:04:35.602429,Station_5,Morning,SUV,S104,High,32.7
CAR002968,Paint Shop,2023-04-19 03:46:51.471870,Station_2,Morning,SUV,S104,High,25.88
CAR002968,Quality Check,2023-04-20 05:39:26.555196,Station_5,Afternoon,SUV,S104,High,12.39
CAR002968,Rework,2023-04-20 18:02:42.652023,Station_2,Morning,SUV,S104,High,11.68
CAR002968,Quality Check,2023-04-21 05:43:48.595285,Station_4,Night,SUV,S104,High,11.99
CAR002968,Delivery Prep,2023-04-21 17:43:09.522664,Station_2,Night,SUV,S104,High,6.34
CAR002968,Vehicle Delivered,2023-04-22 00:03:35.864309,Station_2,Afternoon,SUV,S104,High,4.21
CAR002969,Order Created,2023-03-15 09:42:58.674023,Station_5,Morning,Electric,S104,Normal,3.51
CAR002969,Configuration Confirmed,2023-03-15 13:13:27.304367,Station_5,Night,Electric,S104,Normal,6.23
CAR002969,Parts Allocated,2023-03-15 19:27:28.499881,Station_4,Night,Electric,S104,Normal,30.0
CAR002969,Body Shop,2023-03-17 01:27:25.657675,Station_5,Night,Electric,S104,Normal,21.03
CAR002969,Assembly,2023-03-17 22:29:14.913292,Station_1,Morning,Electric,S104,Normal,39.29
CAR002969,Paint Shop,2023-03-19 13:46:49.775677,Station_2,Night,Electric,S104,Normal,23.93
CAR002969,Quality Check,2023-03-20 13:42:22.204868,Station_5,Night,Electric,S104,Normal,12.52
CAR002969,Delivery Prep,2023-03-21 02:13:22.048426,Station_3,Night,Electric,S104,Normal,6.79
CAR002969,Vehicle Delivered,2023-03-21 09:00:32.482737,Station_3,Night,Electric,S104,Normal,3.53
CAR002970,Order Created,2023-07-13 23:27:05.574195,Station_3,Afternoon,SUV,S103,Normal,3.08
CAR002970,Configuration Confirmed,2023-07-14 02:31:36.770086,Station_4,Morning,SUV,S103,Normal,5.56
CAR002970,Parts Allocated,2023-07-14 08:04:55.275619,Station_3,Morning,SUV,S103,Normal,33.75
CAR002970,Body Shop,2023-07-15 17:50:00.587242,Station_1,Morning,SUV,S103,Normal,14.02
CAR002970,Assembly,2023-07-16 07:51:01.143631,Station_4,Afternoon,SUV,S103,Normal,51.56
CAR002970,Paint Shop,2023-07-18 11:24:39.505156,Station_3,Morning,SUV,S103,Normal,20.66
CAR002970,Quality Check,2023-07-19 08:04:27.856627,Station_3,Afternoon,SUV,S103,Normal,4.84
CAR002970,Delivery Prep,2023-07-19 12:54:41.748975,Station_2,Afternoon,SUV,S103,Normal,6.61
CAR002970,Vehicle Delivered,2023-07-19 19:30:59.831983,Station_4,Afternoon,SUV,S103,Normal,2.1
CAR002971,Order Created,2023-12-17 17:02:17.310087,Station_3,Morning,Electric,S103,Low,1.88
CAR002971,Configuration Confirmed,2023-12-17 18:54:55.648508,Station_2,Night,Electric,S103,Low,11.61
CAR002971,Parts Allocated,2023-12-18 06:31:24.275465,Station_4,Night,Electric,S103,Low,51.79
CAR002971,Body Shop,2023-12-20 10:18:41.706702,Station_5,Night,Electric,S103,Low,12.34
CAR002971,Assembly,2023-12-20 22:39:13.034694,Station_3,Night,Electric,S103,Low,44.67
CAR002971,Paint Shop,2023-12-22 19:19:42.271438,Station_3,Afternoon,Electric,S103,Low,16.32
CAR002971,Quality Check,2023-12-23 11:38:51.945887,Station_1,Night,Electric,S103,Low,9.11
CAR002971,Delivery Prep,2023-12-23 20:45:35.775556,Station_2,Morning,Electric,S103,Low,5.16
CAR002971,Vehicle Delivered,2023-12-24 01:55:13.491813,Station_3,Night,Electric,S103,Low,5.45
CAR002972,Order Created,2023-08-20 19:41:32.805007,Station_1,Night,Electric,S101,Low,1.21
CAR002972,Configuration Confirmed,2023-08-20 20:53:56.730879,Station_2,Morning,Electric,S101,Low,11.69
CAR002972,Parts Allocated,2023-08-21 08:35:27.404394,Station_3,Night,Electric,S101,Low,19.55
CAR002972,Body Shop,2023-08-22 04:08:29.591929,Station_1,Morning,Electric,S101,Low,19.14
CAR002972,Assembly,2023-08-22 23:16:50.125059,Station_3,Night,Electric,S101,Low,38.97
CAR002972,Paint Shop,2023-08-24 14:14:50.532674,Station_1,Morning,Electric,S101,Low,20.05
CAR002972,Quality Check,2023-08-25 10:18:02.140616,Station_5,Afternoon,Electric,S101,Low,8.41
CAR002972,Delivery Prep,2023-08-25 18:42:37.905177,Station_5,Morning,Electric,S101,Low,7.9
CAR002972,Vehicle Delivered,2023-08-26 02:36:43.233300,Station_4,Morning,Electric,S101,Low,4.68
CAR002973,Order Created,2023-12-05 04:39:29.870178,Station_1,Morning,Electric,S104,Normal,1.04
CAR002973,Configuration Confirmed,2023-12-05 05:41:57.988873,Station_5,Morning,Electric,S104,Normal,7.68
CAR002973,Parts Allocated,2023-12-05 13:22:44.657085,Station_1,Afternoon,Electric,S104,Normal,35.44
CAR002973,Body Shop,2023-12-07 00:48:52.602332,Station_2,Afternoon,Electric,S104,Normal,21.16
CAR002973,Assembly,2023-12-07 21:58:31.638009,Station_4,Morning,Electric,S104,Normal,35.58
CAR002973,Paint Shop,2023-12-09 09:33:10.993565,Station_3,Morning,Electric,S104,Normal,21.28
CAR002973,Quality Check,2023-12-10 06:49:51.886445,Station_2,Afternoon,Electric,S104,Normal,7.55
CAR002973,Delivery Prep,2023-12-10 14:23:09.668807,Station_2,Morning,Electric,S104,Normal,4.2
CAR002973,Vehicle Delivered,2023-12-10 18:34:54.164202,Station_3,Afternoon,Electric,S104,Normal,6.44
